,label
2998,1
2999,0
3000,0
3001,0
3002,0
3003,3
3004,2
3005,0
3006,4
3007,0
3008,0
3009,0
3010,0
3011,3
3012,2
3013,1
3014,0
3015,0
3016,0
3017,2
3018,3
3019,3
3020,2
3021,3
3022,1
3023,3
3024,0
3025,1
3026,1
3027,2
3028,0
3029,0
3030,2
3031,3
3032,1
3033,2
3034,2
3035,0
3036,2
3037,2
3038,1
3039,0
3040,1
3041,2
3042,0
3043,1
3044,3
3045,2
3046,0
3047,2
3048,0
3049,2
3050,0
3051,2
3052,0
3053,3
3054,1
3055,1
3056,3
3057,1
3058,3
3059,0
3060,1
3061,0
3062,0
3063,3
3064,3
3065,0
3066,0
3067,1
3068,1
3069,0
3070,2
3071,0
3072,2
3073,0
3074,2
3075,2
3076,2
3077,1
3078,3
3079,1
3080,2
3081,2
3082,1
3083,3
3084,3
3085,2
3086,3
3087,0
3088,0
3089,1
3090,1
3091,2
3092,0
3093,2
3094,1
3095,0
3096,2
3097,2
3098,0
3099,0
3100,0
3101,1
3102,2
3103,0
3104,2
3105,2
3106,2
3107,3
3108,0
3109,3
3110,1
3111,0
3112,2
3113,1
3114,2
3115,0
3116,0
3117,1
3118,0
3119,3
3120,1
3121,3
3122,3
3123,0
3124,1
3125,1
3126,0
3127,3
3128,3
3129,3
3130,1
3131,3
3132,2
3133,3
3134,3
3135,2
3136,1
3137,0
3138,2
3139,0
3140,0
3141,0
3142,2
3143,0
3144,0
3145,1
3146,3
3147,0
3148,2
3149,2
3150,0
3151,0
3152,1
3153,0
3154,2
3155,3
3156,0
3157,4
3158,2
3159,3
3160,0
3161,1
3162,0
3163,0
3164,1
3165,0
3166,3
3167,0
3168,2
3169,2
3170,0
3171,0
3172,0
3173,2
3174,3
3175,2
3176,0
3177,0
3178,0
3179,1
3180,0
3181,1
3182,0
3183,3
3184,0
3185,2
3186,1
3187,0
3188,1
3189,0
3190,2
3191,1
3192,0
3193,2
3194,0
3195,2
3196,2
3197,2
3198,1
3199,1
3200,2
3201,0
3202,0
3203,2
3204,0
3205,0
3206,1
3207,3
3208,2
3209,3
3210,3
3211,2
3212,1
3213,1
3214,0
3215,0
3216,0
3217,1
3218,0
3219,1
3220,0
3221,0
3222,1
3223,2
3224,1
3225,2
3226,0
3227,0
3228,0
3229,3
3230,0
3231,0
3232,2
3233,3
3234,0
3235,3
3236,1
3237,0
3238,2
3239,0
3240,2
3241,1
3242,2
3243,0
3244,0
3245,0
3246,2
3247,2
3248,0
3249,2
3250,0
3251,3
3252,0
3253,0
3254,0
3255,0
3256,0
3257,0
3258,0
3259,0
3260,1
3261,0
3262,3
3263,3
3264,0
3265,3
3266,0
3267,2
3268,0
3269,0
3270,3
3271,3
3272,1
3273,1
3274,1
3275,0
3276,0
3277,3
3278,2
3279,0
3280,0
3281,1
3282,1
3283,0
3284,0
3285,3
3286,1
3287,3
3288,4
3289,3
3290,2
3291,3
3292,0
3293,3
3294,0
3295,0
3296,2
3297,0
3298,2
3299,1
3300,0
3301,4
3302,3
3303,0
3304,2
3305,0
3306,0
3307,0
3308,2
3309,0
3310,0
3311,0
3312,1
3313,3
3314,0
3315,1
3316,1
3317,0
3318,2
3319,1
3320,0
3321,1
3322,1
3323,2
3324,0
3325,2
3326,1
3327,0
3328,0
3329,0
3330,1
3331,3
3332,0
3333,2
3334,2
3335,1
3336,0
3337,0
3338,2
3339,1
3340,0
3341,0
3342,2
3343,0
3344,3
3345,0
3346,0
3347,0
3348,1
3349,0
3350,3
3351,2
3352,3
3353,0
3354,2
3355,0
3356,0
3357,3
3358,0
3359,0
3360,0
3361,0
3362,2
3363,4
3364,0
3365,0
3366,2
3367,1
3368,1
3369,0
3370,0
3371,0
3372,3
3373,0
3374,0
3375,0
3376,3
3377,0
3378,3
3379,0
3380,4
3381,2
3382,4
3383,0
3384,2
3385,1
3386,0
3387,1
3388,1
3389,1
3390,0
3391,2
3392,2
3393,0
3394,2
3395,2
3396,0
3397,4
3398,0
3399,0
3400,3
3401,1
3402,2
3403,2
3404,0
3405,1
3406,3
3407,3
3408,0
3409,0
3410,1
3411,1
3412,1
3413,0
3414,2
3415,0
3416,1
3417,2
3418,0
3419,2
3420,0
3421,1
3422,0
3423,0
3424,2
3425,0
3426,2
3427,1
3428,1
3429,2
3430,0
3431,0
3432,0
3433,0
3434,3
3435,0
3436,0
3437,0
3438,3
3439,1
3440,3
3441,2
3442,0
3443,0
3444,0
3445,1
3446,0
3447,4
3448,0
3449,0
3450,0
3451,0
3452,1
3453,2
3454,2
3455,0
3456,0
3457,0
3458,2
3459,3
3460,1
3461,1
3462,2
3463,0
3464,0
3465,0
3466,1
3467,3
3468,1
3469,0
3470,1
3471,2
3472,2
3473,1
3474,2
3475,1
3476,0
3477,0
3478,0
3479,0
3480,0
3481,3
3482,2
3483,0
3484,2
3485,0
3486,0
3487,0
3488,0
3489,0
3490,2
3491,2
3492,4
3493,1
3494,1
3495,2
3496,0
3497,2
3498,1
3499,2
3500,0
3501,1
3502,1
3503,2
3504,0
3505,0
3506,0
3507,0
3508,0
3509,1
3510,0
3511,3
3512,0
3513,3
3514,3
3515,3
3516,0
3517,1
3518,0
3519,3
3520,2
3521,3
3522,0
3523,0
3524,0
3525,0
3526,0
3527,3
3528,4
3529,0
3530,2
3531,1
3532,0
3533,1
3534,1
3535,0
3536,3
3537,1
3538,0
3539,4
3540,1
3541,2
3542,0
3543,2
3544,2
3545,0
3546,3
3547,0
3548,3
3549,0
3550,4
3551,3
3552,0
3553,0
3554,2
3555,0
3556,0
3557,0
3558,1
3559,1
3560,3
3561,1
3562,0
3563,0
3564,0
3565,2
3566,3
3567,1
3568,0
3569,0
3570,0
3571,0
3572,0
3573,0
3574,0
3575,2
3576,0
3577,1
3578,3
3579,3
3580,2
3581,0
3582,1
3583,0
3584,2
3585,0
3586,1
3587,2
3588,2
3589,0
3590,0
3591,1
3592,0
3593,0
3594,2
3595,4
3596,0
3597,2
3598,0
3599,0
3600,0
3601,1
3602,0
3603,2
3604,3
3605,0
3606,0
3607,1
3608,0
3609,2
3610,2
3611,1
3612,3
3613,0
3614,0
3615,2
3616,0
3617,0
3618,0
3619,0
3620,3
3621,3
3622,3
3623,2
3624,2
3625,0
3626,3
3627,2
3628,3
3629,0
3630,0
3631,0
3632,1
3633,1
3634,0
3635,0
3636,0
3637,0
3638,0
3639,1
3640,2
3641,0
3642,2
3643,2
3644,1
3645,1
3646,1
3647,2
3648,4
3649,0
3650,0
3651,4
3652,1
3653,3
3654,0
3655,0
3656,2
3657,2
3658,2
3659,0
3660,1
3661,2
3662,2
3663,2
3664,2
3665,0
3666,3
3667,0
3668,0
3669,0
3670,0
3671,1
3672,0
3673,2
3674,2
3675,3
3676,0
3677,0
3678,0
3679,0
3680,0
3681,0
3682,0
3683,0
3684,2
3685,3
3686,0
3687,2
3688,2
3689,1
3690,2
3691,1
3692,1
3693,0
3694,2
3695,0
3696,0
3697,3
3698,1
3699,3
3700,1
3701,0
3702,3
3703,2
3704,4
3705,2
0,0
1,1
2,0
3,0
4,0
5,2
6,1
7,2
8,0
9,1
10,0
11,1
12,3
13,0
14,0
15,0
16,0
17,0
18,0
19,1
20,2
21,1
22,2
23,0
24,1
25,1
26,2
27,0
28,1
29,0
30,0
31,2
32,1
33,3
34,0
35,1
36,3
37,4
38,3
39,0
40,0
41,2
42,0
43,2
44,0
45,1
46,1
47,1
48,1
49,3
50,0
51,3
52,0
53,2
54,2
55,3
56,1
57,0
58,0
59,1
60,4
61,0
62,2
63,2
64,1
65,0
66,2
67,3
68,0
69,4
70,0
71,0
72,2
73,0
74,1
75,3
76,2
77,0
78,1
79,0
80,2
81,2
82,0
83,3
84,2
85,0
86,0
87,0
88,2
89,1
90,0
91,0
92,0
93,0
94,3
95,2
96,3
97,0
98,2
99,2
100,0
101,4
102,3
103,1
104,3
105,0
106,0
107,2
108,1
109,3
110,1
111,2
112,1
113,3
114,0
115,3
116,0
117,2
118,2
119,2
120,1
121,0
122,3
123,2
124,2
125,3
126,1
127,2
128,0
129,0
130,0
131,0
132,0
133,0
134,3
135,0
136,3
137,3
138,0
139,2
140,2
141,0
142,0
143,2
144,3
145,2
146,3
147,1
148,1
149,2
150,0
151,0
152,3
153,1
154,1
155,3
156,0
157,3
158,1
159,1
160,3
161,1
162,1
163,3
164,1
165,0
166,3
167,3
168,0
169,3
170,0
171,2
172,3
173,0
174,3
175,0
176,2
177,1
178,0
179,3
180,1
181,1
182,1
183,1
184,3
185,1
186,1
187,1
188,2
189,2
190,1
191,1
192,0
193,0
194,0
195,0
196,3
197,0
198,0
199,0
200,0
201,3
202,1
203,2
204,1
205,1
206,1
207,2
208,0
209,0
210,0
211,0
212,1
213,0
214,0
215,0
216,0
217,0
218,0
219,3
220,1
221,1
222,2
223,2
224,1
225,0
226,1
227,2
228,0
229,3
230,0
231,0
232,3
233,3
234,1
235,3
236,3
237,2
238,1
239,3
240,0
241,0
242,3
243,3
244,3
245,3
246,3
247,2
248,3
249,0
250,0
251,2
252,0
253,1
254,0
255,0
256,2
257,0
258,0
259,2
260,0
261,0
262,3
263,0
264,0
265,0
266,0
267,2
268,2
269,0
270,0
271,4
272,0
273,1
274,0
275,3
276,2
277,2
278,1
279,1
280,0
281,0
282,3
283,2
284,0
285,2
286,0
287,0
288,3
289,0
290,0
291,1
292,3
293,3
294,3
295,3
296,1
297,1
298,2
299,0
300,0
301,0
302,0
303,1
304,3
305,1
306,0
307,0
308,2
309,1
310,0
311,1
312,2
313,0
314,0
315,0
316,2
317,3
318,0
319,0
320,0
321,1
322,1
323,3
324,1
325,2
326,0
327,1
328,0
329,2
330,2
331,2
332,4
333,3
334,4
335,2
336,3
337,3
338,2
339,0
340,0
341,3
342,0
343,1
344,0
345,0
346,0
347,3
348,0
349,1
350,0
351,0
352,3
353,0
354,1
355,2
356,2
357,0
358,1
359,0
360,2
361,0
362,0
363,2
364,0
365,0
366,0
367,1
368,1
369,2
370,0
371,2
372,4
373,0
374,0
375,3
376,0
377,1
378,3
379,1
380,1
381,3
382,0
383,2
384,2
385,2
386,0
387,0
388,0
389,0
390,2
391,4
392,2
393,0
394,1
395,0
396,0
397,0
398,2
399,2
400,2
401,3
402,0
403,3
404,3
405,0
406,0
407,2
408,0
409,0
410,0
411,2
412,3
413,0
414,1
415,0
416,3
417,0
418,0
419,4
420,0
421,0
422,0
423,0
424,0
425,2
426,3
427,0
428,1
429,2
430,0
431,2
432,1
433,1
434,1
435,1
436,1
437,2
438,0
439,0
440,1
441,0
442,2
443,3
444,1
445,0
446,0
447,0
448,2
449,2
450,1
451,3
452,0
453,3
454,0
455,0
456,0
457,0
458,0
459,1
460,1
461,0
462,0
463,0
464,4
465,0
466,0
467,0
468,3
469,2
470,0
471,0
472,1
473,0
474,3
475,0
476,3
477,0
478,0
479,2
480,1
481,1
482,0
483,3
484,1
485,2
486,2
487,0
488,2
489,1
490,1
491,3
492,3
493,3
494,2
495,0
496,3
497,2
498,1
499,2
500,1
501,0
502,0
503,0
504,0
505,1
506,3
507,4
508,1
509,2
510,1
511,2
512,0
513,2
514,4
515,0
516,2
517,1
518,2
519,0
520,2
521,3
522,0
523,1
524,3
525,1
526,0
527,0
528,3
529,3
530,3
531,0
532,1
533,0
534,1
535,0
536,1
537,1
538,0
539,2
540,1
541,0
542,2
543,1
544,4
545,0
546,3
547,3
548,0
549,0
550,0
551,1
552,2
553,0
554,0
555,2
556,1
557,0
558,0
559,1
560,2
561,0
562,0
563,2
564,3
565,0
566,0
567,3
568,0
569,2
570,0
571,2
572,3
573,0
574,1
575,0
576,1
577,1
578,0
579,2
580,1
581,1
582,3
583,0
584,0
585,0
586,1
587,0
588,2
589,2
590,0
591,3
592,0
593,3
594,2
595,1
596,2
597,2
598,0
599,2
600,3
601,2
602,0
603,0
604,0
605,2
606,0
607,2
608,0
609,3
610,2
611,0
612,3
613,0
614,2
615,0
616,0
617,2
618,2
619,3
620,1
621,0
622,0
623,0
624,0
625,1
626,2
627,1
628,0
629,0
630,0
631,2
632,1
633,3
634,0
635,1
636,2
637,0
638,1
639,3
640,2
641,0
642,1
643,3
644,0
645,0
646,2
647,0
648,1
649,0
650,2
651,3
652,0
653,2
654,1
655,2
656,1
657,3
658,2
659,1
660,0
661,1
662,1
663,0
664,2
665,4
666,0
667,2
668,0
669,1
670,2
671,0
672,3
673,0
674,2
675,1
676,0
677,2
678,0
679,1
680,0
681,4
682,3
683,3
684,2
685,2
686,2
687,0
688,0
689,3
690,1
691,0
692,2
693,0
694,2
695,1
696,0
697,3
698,4
699,3
700,2
701,2
702,0
703,1
704,0
705,0
706,1
707,2
708,3
709,0
710,1
711,0
712,0
713,0
714,3
715,3
716,0
717,2
718,2
719,2
720,3
721,0
722,1
723,1
724,2
725,2
726,0
727,0
728,0
729,1
730,1
731,2
732,0
733,1
734,3
735,0
736,0
737,3
738,0
739,2
740,2
741,3
742,1
743,3
744,1
745,0
746,0
747,0
748,0
749,2
750,3
751,0
752,1
753,0
754,3
755,2
756,4
757,1
758,2
759,0
760,0
761,2
762,1
763,1
764,0
765,2
766,0
767,1
768,2
769,0
770,1
771,0
772,0
773,2
774,1
775,1
776,0
777,0
778,1
779,3
780,2
781,0
782,2
783,0
784,0
785,0
786,2
787,2
788,0
789,2
790,0
791,2
792,0
793,0
794,0
795,2
796,0
797,3
798,0
799,0
800,0
801,0
802,1
803,0
804,0
805,2
806,2
807,0
808,0
809,2
810,0
811,0
812,0
813,0
814,0
815,0
816,1
817,0
818,2
819,3
820,1
821,3
822,0
823,1
824,0
825,2
826,1
827,3
828,3
829,0
830,0
831,0
832,3
833,2
834,1
835,1
836,2
837,0
838,3
839,3
840,2
841,4
842,2
843,3
844,3
845,0
846,3
847,2
848,0
849,0
850,0
851,0
852,0
853,2
854,0
855,1
856,3
857,1
858,0
859,1
860,3
861,0
862,2
863,3
864,0
865,0
866,0
867,1
868,2
869,1
870,1
871,0
872,2
873,0
874,3
875,1
876,3
877,2
878,3
879,3
880,0
881,0
882,3
883,4
884,0
885,2
886,0
887,2
888,1
889,0
890,2
891,0
892,3
893,1
894,0
895,3
896,3
897,2
898,1
899,2
900,0
901,0
902,3
903,0
904,4
905,1
906,0
907,0
908,1
909,1
910,1
911,2
912,1
913,1
914,0
915,2
916,0
917,0
918,2
919,0
920,3
921,1
922,0
923,2
924,0
925,4
926,0
927,0
928,1
929,4
930,3
931,1
932,0
933,2
934,2
935,0
936,2
937,3
938,0
939,0
940,2
941,0
942,3
943,1
944,0
945,2
946,3
947,4
948,2
949,2
950,2
951,3
952,0
953,1
954,0
955,3
956,0
957,0
958,0
959,1
960,1
961,3
962,0
963,0
964,0
965,2
966,4
967,2
968,0
969,2
970,2
971,2
972,0
973,1
974,2
975,1
976,0
977,0
978,0
979,2
980,0
981,2
982,2
983,3
984,3
985,2
986,3
987,0
988,0
989,2
990,0
991,0
992,2
993,0
994,2
995,0
996,0
997,0
998,0
999,3
1000,0
1001,0
1002,0
1003,3
1004,2
1005,1
1006,0
1007,2
1008,0
1009,2
1010,0
1011,0
1012,3
1013,0
1014,2
1015,2
1016,2
1017,0
1018,4
1019,0
1020,2
1021,1
1022,0
1023,3
1024,0
1025,0
1026,1
1027,2
1028,3
1029,0
1030,0
1031,0
1032,2
1033,1
1034,3
1035,0
1036,1
1037,3
1038,1
1039,0
1040,0
1041,1
1042,0
1043,0
1044,0
1045,3
1046,3
1047,0
1048,0
1049,0
1050,3
1051,0
1052,1
1053,0
1054,0
1055,0
1056,1
1057,0
1058,0
1059,0
1060,0
1061,0
1062,3
1063,0
1064,0
1065,3
1066,2
1067,3
1068,0
1069,0
1070,1
1071,2
1072,2
1073,0
1074,2
1075,0
1076,2
1077,0
1078,0
1079,0
1080,2
1081,2
1082,1
1083,0
1084,4
1085,0
1086,2
1087,3
1088,0
1089,0
1090,0
1091,1
1092,0
1093,2
1094,0
1095,2
1096,0
1097,0
1098,0
1099,1
1100,1
1101,0
1102,1
1103,3
1104,0
1105,1
1106,3
1107,0
1108,0
1109,3
1110,1
1111,3
1112,1
1113,0
1114,3
1115,0
1116,0
1117,1
1118,2
1119,0
1120,0
1121,0
1122,2
1123,0
1124,0
1125,3
1126,0
1127,3
1128,3
1129,1
1130,2
1131,1
1132,0
1133,0
1134,0
1135,1
1136,3
1137,1
1138,1
1139,0
1140,1
1141,3
1142,3
1143,0
1144,0
1145,2
1146,2
1147,0
1148,3
1149,2
1150,3
1151,2
1152,1
1153,2
1154,3
1155,2
1156,0
1157,1
1158,0
1159,3
1160,3
1161,1
1162,0
1163,0
1164,0
1165,0
1166,0
1167,2
1168,0
1169,3
1170,0
1171,0
1172,0
1173,2
1174,1
1175,0
1176,1
1177,0
1178,0
1179,0
1180,4
1181,3
1182,3
1183,1
1184,0
1185,1
1186,0
1187,0
1188,2
1189,3
1190,3
1191,3
1192,0
1193,0
1194,4
1195,3
1196,2
1197,0
1198,0
1199,3
1200,0
1201,0
1202,0
1203,2
1204,2
1205,0
1206,0
1207,0
1208,0
1209,2
1210,3
1211,0
1212,0
1213,0
1214,0
1215,1
1216,0
1217,1
1218,2
1219,0
1220,0
1221,1
1222,1
1223,0
1224,0
1225,1
1226,3
1227,3
1228,0
1229,0
1230,0
1231,3
1232,2
1233,0
1234,3
1235,0
1236,1
1237,1
1238,2
1239,2
1240,0
1241,1
1242,3
1243,0
1244,0
1245,2
1246,3
1247,1
1248,1
1249,0
1250,1
1251,0
1252,0
1253,2
1254,0
1255,1
1256,0
1257,0
1258,2
1259,2
1260,0
1261,4
1262,2
1263,0
1264,0
1265,0
1266,0
1267,3
1268,1
1269,1
1270,2
1271,0
1272,1
1273,2
1274,1
1275,2
1276,0
1277,1
1278,0
1279,1
1280,2
1281,0
1282,2
1283,0
1284,0
1285,2
1286,3
1287,0
1288,0
1289,1
1290,0
1291,0
1292,1
1293,0
1294,2
1295,3
1296,3
1297,1
1298,0
1299,1
1300,0
1301,0
1302,0
1303,2
1304,0
1305,0
1306,2
1307,0
1308,3
1309,0
1310,3
1311,1
1312,0
1313,1
1314,1
1315,0
1316,1
1317,4
1318,2
1319,0
1320,3
1321,1
1322,0
1323,0
1324,2
1325,0
1326,0
1327,0
1328,4
1329,0
1330,0
1331,0
1332,0
1333,3
1334,1
1335,1
1336,0
1337,0
1338,0
1339,1
1340,2
1341,1
1342,1
1343,0
1344,2
1345,0
1346,0
1347,0
1348,0
1349,2
1350,3
1351,0
1352,0
1353,4
1354,1
1355,2
1356,0
1357,1
1358,0
1359,0
1360,2
1361,2
1362,1
1363,3
1364,0
1365,0
1366,0
1367,2
1368,1
1369,1
1370,1
1371,0
1372,3
1373,1
1374,0
1375,3
1376,2
1377,1
1378,3
1379,2
1380,3
1381,3
1382,0
1383,0
1384,0
1385,3
1386,1
1387,3
1388,0
1389,2
1390,1
1391,0
1392,0
1393,0
1394,2
1395,3
1396,2
1397,2
1398,0
1399,0
1400,2
1401,0
1402,0
1403,0
1404,0
1405,0
1406,3
1407,1
1408,3
1409,2
1410,3
1411,0
1412,3
1413,3
1414,2
1415,2
1416,2
1417,1
1418,0
1419,0
1420,2
1421,0
1422,3
1423,3
1424,0
1425,0
1426,3
1427,1
1428,2
1429,0
1430,0
1431,1
1432,3
1433,3
1434,0
1435,1
1436,0
1437,0
1438,1
1439,1
1440,0
1441,0
1442,0
1443,1
1444,0
1445,3
1446,0
1447,2
1448,3
1449,0
1450,2
1451,0
1452,3
1453,2
1454,1
1455,0
1456,1
1457,2
1458,2
1459,2
1460,0
1461,0
1462,0
1463,2
1464,0
1465,1
1466,1
1467,1
1468,1
1469,1
1470,0
1471,3
1472,0
1473,0
1474,3
1475,0
1476,0
1477,1
1478,1
1479,0
1480,3
1481,0
1482,3
1483,3
1484,0
1485,0
1486,1
1487,4
1488,0
1489,2
1490,3
1491,0
1492,0
1493,0
1494,0
1495,0
1496,1
1497,0
1498,1
1499,0
1500,0
1501,0
1502,0
1503,3
1504,0
1505,2
1506,2
1507,0
1508,2
1509,1
1510,1
1511,0
1512,2
1513,0
1514,0
1515,0
1516,2
1517,0
1518,0
1519,0
1520,1
1521,1
1522,0
1523,0
1524,1
1525,0
1526,3
1527,0
1528,0
1529,0
1530,0
1531,0
1532,2
1533,0
1534,1
1535,2
1536,0
1537,0
1538,1
1539,0
1540,3
1541,0
1542,2
1543,2
1544,1
1545,0
1546,3
1547,0
1548,0
1549,0
1550,0
1551,1
1552,0
1553,1
1554,0
1555,1
1556,3
1557,2
1558,0
1559,4
1560,2
1561,0
1562,1
1563,0
1564,0
1565,1
1566,0
1567,1
1568,4
1569,3
1570,3
1571,0
1572,0
1573,0
1574,0
1575,0
1576,3
1577,1
1578,1
1579,1
1580,3
1581,1
1582,2
1583,0
1584,2
1585,0
1586,2
1587,2
1588,0
1589,3
1590,0
1591,0
1592,2
1593,2
1594,1
1595,1
1596,0
1597,0
1598,0
1599,0
1600,1
1601,3
1602,3
1603,0
1604,0
1605,0
1606,0
1607,2
1608,0
1609,0
1610,0
1611,1
1612,1
1613,2
1614,1
1615,1
1616,0
1617,0
1618,3
1619,3
1620,0
1621,0
1622,4
1623,0
1624,2
1625,4
1626,2
1627,0
1628,2
1629,0
1630,3
1631,3
1632,0
1633,0
1634,1
1635,2
1636,3
1637,3
1638,1
1639,3
1640,0
1641,1
1642,1
1643,0
1644,0
1645,0
1646,0
1647,4
1648,0
1649,0
1650,1
1651,0
1652,0
1653,2
1654,0
1655,0
1656,1
1657,3
1658,2
1659,1
1660,1
1661,0
1662,1
1663,0
1664,0
1665,0
1666,0
1667,4
1668,3
1669,0
1670,2
1671,0
1672,2
1673,3
1674,0
1675,0
1676,0
1677,1
1678,0
1679,1
1680,0
1681,0
1682,3
1683,0
1684,0
1685,1
1686,0
1687,3
1688,1
1689,1
1690,0
1691,1
1692,1
1693,0
1694,0
1695,1
1696,2
1697,3
1698,2
1699,1
1700,0
1701,2
1702,2
1703,0
1704,0
1705,0
1706,3
1707,4
1708,2
1709,1
1710,0
1711,3
1712,2
1713,3
1714,0
1715,4
1716,0
1717,3
1718,2
1719,0
1720,0
1721,0
1722,0
1723,0
1724,3
1725,1
1726,2
1727,0
1728,3
1729,0
1730,1
1731,1
1732,2
1733,1
1734,2
1735,3
1736,3
1737,0
1738,1
1739,2
1740,0
1741,0
1742,2
1743,0
1744,2
1745,2
1746,0
1747,1
1748,0
1749,4
1750,3
1751,1
1752,0
1753,0
1754,0
1755,2
1756,1
1757,1
1758,1
1759,0
1760,1
1761,0
1762,1
1763,2
1764,2
1765,0
1766,0
1767,1
1768,0
1769,0
1770,0
1771,0
1772,0
1773,3
1774,0
1775,3
1776,1
1777,0
1778,0
1779,2
1780,0
1781,0
1782,0
1783,1
1784,2
1785,0
1786,2
1787,0
1788,0
1789,2
1790,2
1791,1
1792,0
1793,0
1794,2
1795,0
1796,1
1797,1
1798,0
1799,0
1800,3
1801,2
1802,2
1803,3
1804,2
1805,0
1806,0
1807,2
1808,0
1809,1
1810,0
1811,2
1812,0
1813,3
1814,1
1815,0
1816,2
1817,3
1818,0
1819,2
1820,3
1821,3
1822,1
1823,2
1824,2
1825,2
1826,0
1827,0
1828,3
1829,2
1830,0
1831,2
1832,0
1833,3
1834,1
1835,3
1836,0
1837,1
1838,1
1839,0
1840,0
1841,0
1842,2
1843,2
1844,0
1845,2
1846,2
1847,3
1848,4
1849,3
1850,3
1851,0
1852,0
1853,1
1854,2
1855,1
1856,3
1857,1
1858,2
1859,0
1860,3
1861,3
1862,2
1863,0
1864,0
1865,1
1866,0
1867,0
1868,1
1869,3
1870,0
1871,1
1872,0
1873,2
1874,0
1875,1
1876,1
1877,2
1878,2
1879,0
1880,1
1881,2
1882,0
1883,1
1884,0
1885,2
1886,3
1887,1
1888,3
1889,0
1890,1
1891,1
1892,1
1893,1
1894,0
1895,1
1896,2
1897,3
1898,0
1899,4
1900,1
1901,0
1902,3
1903,0
1904,0
1905,2
1906,0
1907,4
1908,0
1909,2
1910,2
1911,0
1912,2
1913,0
1914,1
1915,1
1916,1
1917,0
1918,3
1919,1
1920,1
1921,1
1922,0
1923,0
1924,0
1925,1
1926,0
1927,0
1928,0
1929,2
1930,0
1931,0
1932,0
1933,2
1934,0
1935,0
1936,0
1937,0
1938,1
1939,1
1940,0
1941,0
1942,0
1943,3
1944,1
1945,0
1946,0
1947,0
1948,2
1949,0
1950,2
1951,1
1952,4
1953,2
1954,2
1955,1
1956,3
1957,3
1958,2
1959,3
1960,0
1961,1
1962,0
1963,1
1964,0
1965,0
1966,3
1967,1
1968,0
1969,0
1970,2
1971,0
1972,0
1973,2
1974,3
1975,1
1976,4
1977,1
1978,0
1979,3
1980,4
1981,2
1982,0
1983,1
1984,1
1985,0
1986,2
1987,1
1988,2
1989,0
1990,4
1991,4
1992,0
1993,0
1994,3
1995,0
1996,0
1997,0
1998,2
1999,1
2000,3
2001,4
2002,0
2003,0
2004,0
2005,1
2006,0
2007,1
2008,3
2009,0
2010,0
2011,4
2012,0
2013,0
2014,3
2015,3
2016,3
2017,2
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,4
2025,0
2026,1
2027,3
2028,1
2029,0
2030,3
2031,0
2032,0
2033,3
2034,0
2035,0
2036,3
2037,1
2038,2
2039,2
2040,3
2041,1
2042,3
2043,1
2044,0
2045,0
2046,2
2047,0
2048,0
2049,0
2050,1
2051,1
2052,2
2053,3
2054,2
2055,1
2056,2
2057,1
2058,0
2059,4
2060,3
2061,1
2062,3
2063,1
2064,0
2065,2
2066,3
2067,3
2068,0
2069,2
2070,0
2071,0
2072,1
2073,3
2074,0
2075,2
2076,2
2077,3
2078,2
2079,1
2080,1
2081,2
2082,0
2083,1
2084,0
2085,0
2086,2
2087,1
2088,1
2089,3
2090,2
2091,3
2092,2
2093,0
2094,4
2095,0
2096,1
2097,1
2098,4
2099,2
2100,1
2101,0
2102,2
2103,1
2104,2
2105,0
2106,1
2107,2
2108,2
2109,3
2110,0
2111,0
2112,0
2113,1
2114,2
2115,1
2116,0
2117,3
2118,1
2119,0
2120,0
2121,0
2122,2
2123,0
2124,3
2125,2
2126,2
2127,0
2128,0
2129,0
2130,3
2131,1
2132,0
2133,2
2134,0
2135,0
2136,2
2137,0
2138,0
2139,0
2140,3
2141,3
2142,3
2143,0
2144,0
2145,0
2146,3
2147,1
2148,2
2149,1
2150,0
2151,1
2152,0
2153,2
2154,0
2155,0
2156,0
2157,0
2158,3
2159,0
2160,0
2161,2
2162,3
2163,4
2164,0
2165,2
2166,0
2167,1
2168,0
2169,0
2170,2
2171,0
2172,0
2173,3
2174,2
2175,1
2176,3
2177,3
2178,0
2179,0
2180,0
2181,0
2182,1
2183,0
2184,3
2185,3
2186,1
2187,3
2188,3
2189,0
2190,2
2191,0
2192,3
2193,0
2194,0
2195,0
2196,1
2197,0
2198,0
2199,3
2200,1
2201,4
2202,3
2203,0
2204,2
2205,4
2206,1
2207,2
2208,2
2209,0
2210,1
2211,2
2212,0
2213,1
2214,0
2215,1
2216,2
2217,0
2218,0
2219,1
2220,0
2221,2
2222,2
2223,0
2224,3
2225,0
2226,1
2227,1
2228,0
2229,0
2230,0
2231,0
2232,2
2233,2
2234,2
2235,0
2236,0
2237,1
2238,0
2239,0
2240,2
2241,2
2242,0
2243,0
2244,2
2245,1
2246,0
2247,1
2248,2
2249,0
2250,1
2251,0
2252,2
2253,0
2254,0
2255,0
2256,0
2257,0
2258,1
2259,0
2260,2
2261,1
2262,2
2263,3
2264,2
2265,0
2266,1
2267,2
2268,1
2269,0
2270,1
2271,2
2272,3
2273,3
2274,0
2275,3
2276,3
2277,0
2278,4
2279,2
2280,0
2281,0
2282,1
2283,0
2284,3
2285,3
2286,0
2287,1
2288,3
2289,0
2290,0
